tickers,market,name,naverTheme,-1,0,1,mmt
35420,KOSPI,NAVER,"['4차산업 수혜주', '메타버스(Metaverse)', '자율주행차', 'SNS(소셜네트워크서비스)', 'AI 챗봇(챗GPT 등)', 'NFT(대체불가토큰)', '클라우드 컴퓨팅', '핀테크(FinTech)', '웹툰', '음성인식', '마이데이터', '스테이블코인', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)', '게임', '모바일게임(스마트폰)', '인터넷 대표주']",0.2,0.724,0.076,dn/dnk
160550,KOSDAQ,NEW,"['엔터테인먼트', '영화', '영상콘텐츠', '쿠팡(coupang)']",0.637,0.325,0.039,dn/dnk
53290,KOSDAQ,NE능률,['교육/온라인 교육'],0.539,0.456,0.005,dn/dnk
181710,KOSPI,NHN,"['음원/음반', 'SNS(소셜네트워크서비스)', '삼성페이', '핀테크(FinTech)', '전자결제(전자화폐)', '재택근무/스마트워크', '웹툰', '스테이블코인', '모바일콘텐츠(스마트폰/태블릿PC)', '애플페이', '게임', '모바일게임(스마트폰)']",0.004,0.042,0.954,dn/dnk
60250,KOSDAQ,NHN KCP,"['삼성페이', '핀테크(FinTech)', '전자결제(전자화폐)', '스테이블코인', '애플페이']",0.002,0.054,0.943,dn/dnk
104200,KOSDAQ,NHN벅스,"['음원/음반', 'SNS(소셜네트워크서비스)', '모바일콘텐츠(스마트폰/태블릿PC)']",0.939,0.06,0.0,dn/dnk
400760,KOSPI,NH올원리츠,['리츠(REITs)'],0.0,,1.0,dn/dnk
5940,KOSPI,NH투자증권,"['증권', 'STO(토큰증권 발행)', '인터넷은행']",0.0,0.0,1.0,dn/dnk
338100,KOSPI,NH프라임리츠,['리츠(REITs)'],,0.176,0.824,dn/dnk
34310,KOSPI,NICE,"['인터넷은행', '화폐/금융자동화기기(디지털화폐 등)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '전기차(충전소/충전기)', '지주사', '키오스크(KIOSK)', '마이데이터', '애플페이']",0.179,0.782,0.039,dn/dnk
63570,KOSDAQ,NICE인프라,"['화폐/금융자동화기기(디지털화폐 등)', '전기차(충전소/충전기)', '키오스크(KIOSK)']",,,,
30190,KOSPI,NICE평가정보,"['인터넷은행', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '마이데이터']",0.001,0.053,0.946,dn/dnk
8260,KOSPI,NI스틸,['철강 중소형'],0.0,0.004,0.996,dn/dnk
4250,KOSPI,NPC,['폐배터리'],0.002,0.853,0.145,dn/dnk
456040,KOSPI,OCI,"['태양광에너지', '반도체 재료/부품', '지주사']",,,,dn/dnk
10060,KOSPI,OCI홀딩스,"['태양광에너지', '지주사']",0.043,0.911,0.046,dn/dnk
178920,KOSPI,PI첨단소재,"['PCB(FPCB 등)', '갤럭시 부품주', '2차전지', '5G(5세대 이동통신)', '플렉서블 디스플레이', '2차전지(소재/부품)', '폴더블폰', 'OLED(유기 발광 다이오드)', '日 수출 규제(국산화 등)']",0.19,0.807,0.003,dn/dnk
1340,KOSPI,PKC,['메르스 코로나 바이러스'],,,,
24940,KOSDAQ,PN풍년,['밥솥'],0.005,0.994,0.001,dn/dnk
5490,KOSPI,POSCO홀딩스,"['니켈', 'LNG(액화천연가스)', '폐배터리', '리튬', '2차전지', '희귀금속(희토류 등)', '풍력에너지', '철강 주요종목', '환율하락 수혜', '2차전지(소재/부품)', '밸류업(24년 기업가치 제고계획 발표)', '모듈러주택']",0.101,0.895,0.004,dn/dnk
332570,KOSDAQ,PS일렉트로닉스,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '5G(5세대 이동통신)']",,,,
218410,KOSDAQ,RFHIC,"['5G(5세대 이동통신)', '통신장비']",0.001,0.004,0.995,dn/dnk
327260,KOSDAQ,RF머트리얼즈,"['방위산업/전쟁 및 테러', '통신장비']",0.001,0.813,0.186,dn/dnk
474610,KOSDAQ,RF시스템즈,['방위산업/전쟁 및 테러'],,,,
10950,KOSPI,S-Oil,"['정유', '윤활유', '환율하락 수혜', '밸류업(25년 기업가치 제고계획 발표)', 'LPG(액화석유가스)']",0.858,0.14,0.003,dn/dnk
419530,KOSDAQ,SAMG엔터,"['영상콘텐츠', '출산장려정책', '엔젤산업', '캐릭터상품']",,,,dn/dnk
19550,KOSDAQ,SBI인베스트먼트,"['4차산업 수혜주', '창투사', '야놀자(Yanolja)', '가상화폐(비트코인 등)']",0.023,0.814,0.163,dn/dnk
34120,KOSPI,SBS,"['메타버스(Metaverse)', '영상콘텐츠', '스포츠행사 수혜(올림픽, 월드컵 등)', '미디어(방송/신문)']",0.0,0.003,0.996,dn/dnk
3080,KOSPI,SB성보,['농업'],,,,
246960,KOSDAQ,SCL사이언스,['콜드체인(저온 유통)'],0.001,0.04,0.959,dn/dnk
99220,KOSDAQ,SDN,['태양광에너지'],0.007,0.824,0.169,dn/dnk
36540,KOSDAQ,SFA반도체,"['시스템반도체', '반도체 장비']",0.997,0.003,0.0,dn/dnk
255220,KOSDAQ,SG,"['4차산업 수혜주', 'SI(시스템통합)', '자동차부품', '클라우드 컴퓨팅', '패션/의류', '아스콘(아스팔트 콘크리트)', '핀테크(FinTech)', '우크라이나 재건', '보안주(정보)', '원자력발전', '사물인터넷', '시멘트/레미콘', '종합 물류', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '블록체인', '건설 중소형', '가상화폐(비트코인 등)']",0.004,0.587,0.409,dn/dnk
40610,KOSDAQ,SG&G,"['자동차부품', '원자력발전', '종합 물류']",0.002,0.012,0.986,dn/dnk
184230,KOSDAQ,SGA솔루션즈,"['4차산업 수혜주', 'SI(시스템통합)', '클라우드 컴퓨팅', '핀테크(FinTech)', '보안주(정보)', '사물인터넷', '블록체인', '가상화폐(비트코인 등)']",0.22,0.645,0.135,dn/dnk
16250,KOSDAQ,SGC E&C,['건설 중소형'],0.009,0.329,0.662,dn/dnk
5090,KOSPI,SGC에너지,['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)'],0.439,0.539,0.023,dn/dnk
1380,KOSPI,SG글로벌,['자동차부품'],0.142,0.841,0.017,dn/dnk
4060,KOSPI,SG세계물산,['패션/의류'],0.007,0.925,0.067,dn/dnk
2360,KOSPI,SH에너지화학,['셰일가스(Shale Gas)'],0.003,0.988,0.008,dn/dnk
9160,KOSPI,SIMPAC,['공작기계'],0.002,0.043,0.955,dn/dnk
33530,KOSPI,SJG세종,"['로봇(산업용/협동로봇 등)', '자동차부품', '수소차(연료전지/부품/충전소 등)', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",,,,
123700,KOSPI,SJM,"['자동차부품', '지주사']",0.002,0.595,0.403,dn/dnk
25530,KOSPI,SJM홀딩스,['지주사'],0.001,0.005,0.995,dn/dnk
34730,KOSPI,SK,"['스마트팩토리(스마트공장)', '정유', '종합상사', '자원개발', '온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '2차전지(LFP/리튬인산철)', '4차산업 수혜주', '2차전지(전고체)', '2차전지(생산)', '증권', 'UAM(도심항공모빌리티)', 'SI(시스템통합)', '조선기자재', '스마트홈(홈네트워크)', '윤활유', '메타버스(Metaverse)', 'LNG(액화천연가스)', '강관업체(Steel pipe)', '폐배터리', '셰일가스(Shale Gas)', 'STO(토큰증권 발행)', '2차전지', '자율주행차', '아이폰', '남-북-러 가스관사업', '석유화학', '풍력에너지', '3D 낸드(NAND)', '반도체 대표주(생산)', '제약업체', '5G(5세대 이동통신)', '수소차(연료전지/부품/충전소 등)', '양자암호/양자컴퓨팅', 'AI 챗봇(챗GPT 등)', '플렉서블 디스플레이', '2차전지(소재/부품)', '냉각시스템(액침냉각 등)', '전기차', 'IT 대표주', '코리아 밸류업 지수(Korea Value-up Index)', '전력저장장치(ESS)', '클라우드 컴퓨팅', '밸류업(25년 기업가치 제고계획 발표)', '통신', '시스템반도체', '전기차(충전소/충전기)', '치매', '철강 중소형', '유리 기판', '밸류업(24년 기업가치 제고계획 발표)', '태양광에너지', '폴더블폰', 'LPG(액화석유가스)', '고체산화물 연료전지(SOFC)', '코로나19(치료제/백신 개발 등)', '지주사', '핀테크(FinTech)', '리츠(REITs)', '코로나19(진단/치료제/백신 개발 등)', 'HBM(고대역폭메모리)', '호텔/리조트', '백신/진단시약/방역(신종플루, AI 등)', '조림사업', 'RFID(NFC 등)', '마켓컬리(kurly)', '블록체인', '모바일콘텐츠(스마트폰/태블릿PC)']",0.0,0.018,0.982,dn/dnk
357880,KOSDAQ,SKAI,"['메타버스(Metaverse)', 'AI 챗봇(챗GPT 등)']",,,,
11790,KOSPI,SKC,"['2차전지', '석유화학', '플렉서블 디스플레이', '2차전지(소재/부품)', '전기차', '유리 기판', '폴더블폰']",0.0,1.0,0.0,dn/dnk
18670,KOSPI,SK가스,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '코리아 밸류업 지수(Korea Value-up Index)', 'LPG(액화석유가스)']",0.003,0.617,0.38,dn/dnk
1740,KOSPI,SK네트웍스,"['종합상사', '전기차(충전소/충전기)', '밸류업(24년 기업가치 제고계획 발표)', '호텔/리조트', '마켓컬리(kurly)']",0.024,0.241,0.735,dn/dnk
6120,KOSPI,SK디스커버리,['지주사'],0.0,0.005,0.994,dn/dnk
210980,KOSPI,SK디앤디,['고체산화물 연료전지(SOFC)'],0.006,0.024,0.97,dn/dnk
395400,KOSPI,SK리츠,['리츠(REITs)'],0.0,,1.0,dn/dnk
302440,KOSPI,SK바이오사이언스,"['제약업체', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)']",0.997,,0.003,dn/dnk
326030,KOSPI,SK바이오팜,['제약업체'],0.0,,1.0,dn/dnk
402340,KOSPI,SK스퀘어,"['밸류업(25년 기업가치 제고계획 발표)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', 'RFID(NFC 등)', '모바일콘텐츠(스마트폰/태블릿PC)']",,0.024,0.976,dn/dnk
361610,KOSPI,SK아이이테크놀로지,"['2차전지(전고체)', '2차전지', '2차전지(소재/부품)']",1.0,,0.0,dn/dnk
100090,KOSPI,SK오션플랜트,"['조선기자재', 'LNG(액화천연가스)', '강관업체(Steel pipe)', '남-북-러 가스관사업', '풍력에너지', '철강 중소형']",0.0,0.997,0.003,dn/dnk
96770,KOSPI,SK이노베이션,"['정유', '자원개발', '2차전지(LFP/리튬인산철)', '2차전지(전고체)', '2차전지(생산)', '윤활유', '폐배터리', '2차전지', '석유화학', '냉각시스템(액침냉각 등)', '전기차', '전력저장장치(ESS)', '밸류업(24년 기업가치 제고계획 발표)', 'LPG(액화석유가스)']",0.004,0.995,0.002,dn/dnk
475150,KOSPI,SK이터닉스,"['풍력에너지', '전력저장장치(ESS)', '태양광에너지', '고체산화물 연료전지(SOFC)']",,,,
1510,KOSPI,SK증권,"['증권', 'STO(토큰증권 발행)']",0.243,0.222,0.536,dn/dnk
285130,KOSPI,SK케미칼,"['석유화학', '치매', '백신/진단시약/방역(신종플루, AI 등)']",0.967,0.031,0.002,dn/dnk
17670,KOSPI,SK텔레콤,"['4차산업 수혜주', 'UAM(도심항공모빌리티)', '스마트홈(홈네트워크)', '자율주행차', '5G(5세대 이동통신)', '양자암호/양자컴퓨팅', '코리아 밸류업 지수(Korea Value-up Index)', '클라우드 컴퓨팅', '통신', '밸류업(24년 기업가치 제고계획 발표)', '블록체인']",0.018,0.217,0.766,dn/dnk
660,KOSPI,SK하이닉스,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '자율주행차', '아이폰', '3D 낸드(NAND)', '반도체 대표주(생산)', 'IT 대표주', '코리아 밸류업 지수(Korea Value-up Index)', '시스템반도체', '밸류업(24년 기업가치 제고계획 발표)', 'HBM(고대역폭메모리)']",0.0,0.058,0.941,dn/dnk
48550,KOSDAQ,SM C&C,"['엔터테인먼트', '여행', '네옴시티', '광고', '영상콘텐츠']",0.003,0.974,0.023,dn/dnk
63440,KOSDAQ,SM Life Design,['네옴시티'],0.001,0.295,0.704,dn/dnk
3570,KOSPI,SNT다이내믹스,"['공작기계', '방위산업/전쟁 및 테러', '자동차부품']",0.0,0.002,0.998,dn/dnk
64960,KOSPI,SNT모티브,"['방위산업/전쟁 및 테러', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",0.0,0.0,1.0,dn/dnk
100840,KOSPI,SNT에너지,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '네옴시티', '원자력발전']",0.0,0.005,0.995,dn/dnk
36530,KOSPI,SNT홀딩스,['지주사'],0.002,0.118,0.88,dn/dnk
67160,KOSDAQ,SOOP,"['SNS(소셜네트워크서비스)', '코리아 밸류업 지수(Korea Value-up Index)', '가상현실(VR)', '스포츠행사 수혜(올림픽, 월드컵 등)']",0.11,0.885,0.005,dn/dnk
5610,KOSPI,SPC삼립,"['겨울', '음식료업종']",0.002,0.42,0.578,dn/dnk
465770,KOSPI,STX그린로지스,"['해운', '종합 물류']",,,,dn/dnk
77970,KOSPI,STX엔진,"['조선기자재', '방위산업/전쟁 및 테러']",0.004,0.98,0.016,dn/dnk
2820,KOSPI,SUN&L,"['조림사업', '리모델링/인테리어']",0.883,0.115,0.002,dn/dnk
289080,KOSDAQ,SV인베스트먼트,"['창투사', '코로나19(진단/치료제/백신 개발 등)']",0.009,0.91,0.08,dn/dnk
84870,KOSPI,TBH글로벌,"['패션/의류', '日제품 불매운동(수혜)']",0.455,0.339,0.206,dn/dnk
2710,KOSPI,TCC스틸,"['2차전지', '리비안(RIVIAN)', '2차전지(소재/부품)', '철강 중소형']",0.458,0.497,0.045,dn/dnk
13720,KOSDAQ,THE CUBE&,['자동차부품'],,,,
32540,KOSDAQ,TJ미디어,"['엔터테인먼트', '모바일콘텐츠(스마트폰/태블릿PC)']",0.027,0.564,0.409,dn/dnk
69260,KOSPI,TKG휴켐스,"['요소수', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.834,0.166,0.0,dn/dnk
7980,KOSPI,TP,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '3D 프린터', '4차산업 수혜주', '패션/의류']",0.121,0.849,0.03,dn/dnk
48770,KOSDAQ,TPC,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '3D 프린터', '4차산업 수혜주']",0.993,0.007,0.0,dn/dnk
246690,KOSDAQ,TS인베스트먼트,"['4차산업 수혜주', '창투사', '퓨리오사AI', '두나무(Dunamu)', '일자리(취업)', '가상화폐(비트코인 등)']",0.002,0.117,0.88,dn/dnk
317240,KOSDAQ,TS트릴리온,['탈모 치료'],0.856,0.138,0.006,dn/dnk
2900,KOSPI,TYM,"['농업', '우크라이나 재건']",0.002,0.216,0.781,dn/dnk
57030,KOSDAQ,YBM넷,"['교육/온라인 교육', '모바일콘텐츠(스마트폰/태블릿PC)']",0.001,0.926,0.073,dn/dnk
37270,KOSPI,YG PLUS,"['음원/음반', '광고']",0.0,0.001,0.999,dn/dnk
40300,KOSDAQ,YTN,"['방위산업/전쟁 및 테러', '미디어(방송/신문)', '모바일콘텐츠(스마트폰/태블릿PC)']",0.0,0.998,0.002,dn/dnk
52220,KOSDAQ,iMBC,"['메타버스(Metaverse)', '미디어(방송/신문)']",0.0,0.996,0.004,dn/dnk
139130,KOSPI,iM금융지주,"['밸류업(24년 기업가치 제고계획 발표)', '지주사', '은행']",,,,
79940,KOSDAQ,가비아,"['SNS(소셜네트워크서비스)', '클라우드 컴퓨팅', '핀테크(FinTech)', '보안주(정보)']",0.0,0.002,0.998,dn/dnk
78890,KOSDAQ,가온그룹,"['밸류업(26년 기업가치 제고계획 발표)', '지능형로봇/인공지능(AI)', '증강현실(AR)', '사물인터넷', '음성인식']",0.817,0.179,0.004,dn/dnk
500,KOSPI,가온전선,"['전선', '전력설비']",0.0,0.0,1.0,dn/dnk
399720,KOSDAQ,가온칩스,"['온디바이스 AI', '시스템반도체']",,1.0,0.0,dn/dnk
36620,KOSDAQ,감성코퍼레이션,"['패션/의류', '밸류업(24년 기업가치 제고계획 발표)', '가상화폐(비트코인 등)']",0.0,0.0,0.999,dn/dnk
860,KOSPI,강남제비스코,['페인트'],0.004,0.84,0.156,dn/dnk
198440,KOSDAQ,강동씨앤엘,"['시멘트/레미콘', '아프리카 돼지열병(ASF)']",0.875,0.125,0.001,dn/dnk
217730,KOSDAQ,강스템바이오텍,"['탈모 치료', '제대혈', '줄기세포', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '화장품']",0.001,0.998,0.001,dn/dnk
35250,KOSPI,강원랜드,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '호텔/리조트', '카지노']",0.001,0.437,0.562,dn/dnk
114190,KOSDAQ,강원에너지,"['2차전지(장비)', '리튬', '2차전지', '2차전지(소재/부품)', '전기차', '원자력발전']",0.003,0.985,0.012,dn/dnk
94480,KOSDAQ,갤럭시아머니트리,"['지역화폐', 'STO(토큰증권 발행)', 'SNS(소셜네트워크서비스)', 'NFT(대체불가토큰)', '모바일솔루션(스마트폰)', '삼성페이', '핀테크(FinTech)', '전자결제(전자화폐)', '쿠팡(coupang)', '가상화폐(비트코인 등)']",0.0,0.0,1.0,dn/dnk
11420,KOSPI,갤럭시아에스엠,"['STO(토큰증권 발행)', 'NFT(대체불가토큰)']",0.001,0.062,0.938,dn/dnk
39240,KOSDAQ,경남스틸,['철강 중소형'],0.369,0.622,0.008,dn/dnk
53950,KOSDAQ,경남제약,"['제약업체', '건강기능식품']",0.005,0.433,0.562,dn/dnk
2100,KOSPI,경농,"['남북경협', '농업', '태풍 및 장마']",0.003,0.234,0.764,dn/dnk
9450,KOSPI,경동나비엔,"['스마트홈(홈네트워크)', '코리아 밸류업 지수(Korea Value-up Index)', '겨울']",0.003,0.872,0.126,dn/dnk
267290,KOSPI,경동도시가스,"['겨울', '도시가스']",0.0,0.0,1.0,dn/dnk
12320,KOSPI,경동인베스트,"['맥신(MXene)', '지주사']",0.159,0.837,0.003,dn/dnk
11040,KOSDAQ,경동제약,"['제약업체', '마이코플라스마 폐렴']",0.984,0.016,0.0,dn/dnk
214390,KOSPI,경보제약,['제약업체'],0.009,0.708,0.283,dn/dnk
12610,KOSPI,경인양행,"['그래핀', '플렉서블 디스플레이', '日 수출 규제(국산화 등)']",0.001,0.254,0.744,dn/dnk
24910,KOSDAQ,경창산업,"['자동차부품', '전기차']",0.015,0.984,0.001,dn/dnk
13580,KOSPI,계룡건설,['건설 중소형'],0.002,0.003,0.995,dn/dnk
12200,KOSPI,계양전기,"['로봇(산업용/협동로봇 등)', '자동차부품', '전기차']",0.002,0.997,0.001,dn/dnk
2140,KOSPI,고려산업,['사료'],0.003,0.942,0.055,dn/dnk
10130,KOSPI,고려아연,"['비철금속', '2차전지', '환율하락 수혜', '2차전지(소재/부품)', '밸류업(24년 기업가치 제고계획 발표)']",0.144,0.852,0.003,dn/dnk
2240,KOSPI,고려제강,"['철강 주요종목', '핵융합에너지', '초전도체']",0.81,0.187,0.003,dn/dnk
14570,KOSDAQ,고려제약,"['제약업체', '치매', '백신/진단시약/방역(신종플루, AI 등)', '메르스 코로나 바이러스']",0.001,0.961,0.038,dn/dnk
348150,KOSDAQ,고바이오랩,"['비만치료제', '유전자 치료제/분석', '마이크로바이옴']",0.289,,0.711,dn/dnk
950190,KOSDAQ,고스트스튜디오,"['엔터테인먼트', '영상콘텐츠', '모바일게임(스마트폰)']",0.008,,0.992,dn/dnk
98460,KOSDAQ,고영,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']",0.01,0.381,0.609,dn/dnk
35290,KOSDAQ,골드앤에스,['교육/온라인 교육'],0.038,0.879,0.083,dn/dnk
215000,KOSDAQ,골프존,"['지주사', '겨울', '골프']",0.016,0.966,0.017,dn/dnk
121440,KOSDAQ,골프존홀딩스,"['지주사', '골프']",,,,
366030,KOSDAQ,공구우먼,['패션/의류'],,,,dn/dnk
9290,KOSPI,광동제약,"['비만치료제', '제약업체', '겨울', '백신/진단시약/방역(신종플루, AI 등)', '마이코플라스마 폐렴']",0.002,0.717,0.281,dn/dnk
17040,KOSPI,광명전기,"['태양광에너지', '원자력발전', '전력설비']",0.006,0.843,0.151,dn/dnk
29480,KOSDAQ,광무,"['SI(시스템통합)', '리튬', '2차전지', 'NI(네트워크통합)', '2차전지(소재/부품)']",0.003,0.988,0.009,dn/dnk
